parameter_id,M-G-P_007_001_011
gene_symbol,Opn3
gene_accession_id,MGI:1338022
mouse_life_stage,Early adult
pvalue,0.543614
parameter_name,center - resting time
mouse_strain,C57BL
analysis_id,0i7n3u7m12q2ih8
