mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_SLW_014_001
parameter_name,Breath rate during sleep standard deviation
pvalue,0.0914249
gene_symbol,Atg4c
gene_accession_id,MGI:2651854
analysis_id,opxszjx4s99zg37
