gene_symbol,Mecom
gene_accession_id,MGI:95457
analysis_id,mjcfp1oqmyvim6a
mouse_strain,C3H
mouse_life_stage,Early adult
pvalue,0.1884396
parameter_name,Coat - color - abdomen
parameter_id,IMPC_CSD_007_001
