parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,Early adult
parameter_name,Periphery average speed
gene_accession_id,MGI:1920344
pvalue,0.5621277
analysis_id,388e2w43ets66kc
gene_symbol,Sgip1
mouse_strain,C57BL
