parameter_name,Tremor
mouse_life_stage,Early adult
analysis_id,48qp75o4p718747
pvalue,0.1566703
gene_accession_id,MGI:88461
mouse_strain,C57BL
gene_symbol,Col6a3
parameter_id,TCPLA_CSD_030_001
