parameter_id,M-G-P_025_001_030
parameter_name,Magnesium
pvalue,0.3344062
analysis_id,tb9qph3853fxe4h
mouse_strain,C57BL
gene_symbol,Ints7
mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
