gene_symbol,Tiprl
mouse_strain,C57BL
parameter_name,Latency to first transition into dark
parameter_id,IMPC_LDT_006_001
analysis_id,mi509rr85b5cnbb
pvalue,0.5413224
mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
