parameter_id,M-G-P_020_001_001
analysis_id,t65ch16l89mws1p
gene_accession_id,MGI:1913105
pvalue,0.6931614
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Body Weight
gene_symbol,Slc28a2
