gene_symbol,Etfdh
mouse_life_stage,Early adult
parameter_name,Bone Mineral Content
pvalue,0.4080778
gene_accession_id,MGI:106100
analysis_id,tqfodz2fhu99g8h
parameter_id,ESLIM_005_001_005
mouse_strain,C57BL
