parameter_name,HDL-cholesterol
analysis_id,ln11qxw655446d1
mouse_life_stage,Early adult
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_strain,C57BL
pvalue,0.7101235
parameter_id,IMPC_CBC_016_001
