parameter_id,IMPC_ABR_008_001
pvalue,0.1061541
gene_symbol,Lcn2
parameter_name,18kHz-evoked ABR Threshold
mouse_life_stage,Early adult
analysis_id,3z065o0c1upz5rj
mouse_strain,C57BL
gene_accession_id,MGI:96757
