parameter_id,IMPC_XRY_067_001
gene_accession_id,MGI:1917810
parameter_name,Caudal processes
analysis_id,l8459xrhtqjod3p
mouse_strain,C57BL
gene_symbol,Wars2
pvalue,0.3871224
mouse_life_stage,E12.5
