mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.317831
gene_symbol,Kdm5b
parameter_id,ESLIM_008_001_001
parameter_name,Body position
gene_accession_id,MGI:1922855
analysis_id,556k975581y2f0m
