parameter_id,IMPC_OFD_021_001
pvalue,0.1592039
mouse_life_stage,Early adult
parameter_name,Number of rears - total
analysis_id,kd3qccsy07mwq49
mouse_strain,C57BL
gene_accession_id,MGI:88479
gene_symbol,Cpa3
