parameter_id,IMPC_ECG_005_001
pvalue,0.7940886
gene_accession_id,MGI:1338022
gene_symbol,Opn3
analysis_id,kph0a358smve1yd
mouse_life_stage,Early adult
parameter_name,PQ
mouse_strain,C57BL
