parameter_id,IMPC_EYE_056_001
mouse_strain,C57BL
parameter_name,Mean left eye lens density
pvalue,0.7803435
gene_symbol,Toporsl
gene_accession_id,MGI:1915524
analysis_id,x8ghioe2fckm9q7
mouse_life_stage,Early adult
