parameter_id,IMPC_ACS_006_001
mouse_life_stage,E9.5
parameter_name,Response amplitude - S
mouse_strain,C57BL
analysis_id,r03ws3twawzqb2w
pvalue,0.717757
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
