parameter_id,IMPC_IMM_071_001
analysis_id,us8bw4zuxp32exn
gene_accession_id,MGI:105073
gene_symbol,Tnni1
parameter_name,MZB (CD21/35 high)
mouse_strain,C57BL
pvalue,0.8513618
mouse_life_stage,Early adult
