parameter_id,M-G-P_008_001_013
mouse_life_stage,Early adult
analysis_id,42a5xvhy55i89z6
mouse_strain,C57BL
gene_symbol,Slc45a3
gene_accession_id,MGI:1922082
parameter_name,Startle Response
pvalue,0.3284883
