parameter_name,Fat/Body weight
gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_id,JAXLA_DXA_009_001
analysis_id,496jiqitq782593
mouse_life_stage,Late adult
pvalue,0.4974201
gene_accession_id,MGI:2446274
