parameter_name,Total cholesterol
gene_symbol,Snap23
pvalue,0.2751897
parameter_id,JAXLA_CBC_015_001
analysis_id,0e08bm3xde26z0z
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
mouse_strain,C56BL
