gene_symbol,Snap23
pvalue,0.5202417
parameter_name,Delayed embryonic development
mouse_strain,C57BL
parameter_id,IMPC_GEL_063_001
gene_accession_id,MGI:109356
analysis_id,m1k5e7pv04rlo16
mouse_life_stage,Early adult
