gene_symbol,Car13
mouse_life_stage,Early adult
gene_accession_id,MGI:1931322
mouse_strain,C57BL
pvalue,0.5799094
analysis_id,99v9kyvzim5ucel
parameter_name,Hindlimb nail - number
parameter_id,IMPC_CSD_051_002
