mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Number of centre entries
pvalue,0.9574046
gene_symbol,Nipal3
parameter_id,ESLIM_007_001_015
gene_accession_id,MGI:1921802
analysis_id,15443cycgnl5m69
