gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_064_001
parameter_name,B1B Cells
gene_accession_id,MGI:1914071
analysis_id,4ca092d1i2m8924
pvalue,0.6786655
