parameter_id,IMPC_GEL_029_001
gene_accession_id,MGI:1917810
pvalue,0.5350825
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,1be41v7u707jfz2
gene_symbol,Wars2
parameter_name,Midbrain
