parameter_id,MGP_IMM_071_001
gene_symbol,Dcaf12
analysis_id,9d32k1rpjm9ph37
parameter_name,Total CD4+ T cells - % of CD45+
pvalue,0.598888
gene_accession_id,MGI:1916220
mouse_strain,C57BL
mouse_life_stage,Early adult
