gene_symbol,Lpgat1
parameter_id,M-G-P_014_001_010
mouse_strain,C57BL
analysis_id,2p3t7cd22m926h4
pvalue,0.9307751
gene_accession_id,MGI:2446186
parameter_name,lens opacity
mouse_life_stage,Middle aged adult
