parameter_name,Whole arena resting time
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_007_001
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
analysis_id,naaal6tba413110
pvalue,0.2689113
