gene_symbol,Zyg11b
pvalue,1.35828
parameter_name,Tremor
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_030_001
mouse_strain,C57BL
analysis_id,6rl22b5r54oh28o
gene_accession_id,MGI:2685277
