gene_symbol,Slc30a4
mouse_strain,C57BL
parameter_id,IMPC_EYE_009_001
pvalue,0.05712571
parameter_name,Corneal vascularization
analysis_id,ryg5g77v19i21wc
gene_accession_id,MGI:1345282
mouse_life_stage,Middle aged adult
