gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_072_001
analysis_id,x6c8l01835al6r3
pvalue,0.3008591
parameter_name,KLRG1+ Treg cells - % of CD45+
