gene_symbol,Jun
analysis_id,931x7bo1me8vt0x
parameter_name,Eosinophils
gene_accession_id,MGI:96646
pvalue,0.7719641
parameter_id,IMPC_IMM_052_001
mouse_strain,C57BL
mouse_life_stage,E15.5
