parameter_id,HRWLLA_OFD_010_001
parameter_name,Periphery distance travelled
mouse_strain,C59BL
mouse_life_stage,Early adult
analysis_id,e54n6b1lqqr35zz
gene_symbol,Eprs1
gene_accession_id,MGI:97838
pvalue,0.09921515
