parameter_id,JAXLA_CSD_039_001
parameter_name,Limb grasp
pvalue,0.5381637
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
mouse_strain,129SV
gene_symbol,Nipal3
analysis_id,1eel8kruz0tzjn1
