parameter_id,MGP_MLN_013_001
analysis_id,3501c119pt07u65
parameter_name,Effector CD8+ T cells - % of CD8+
mouse_life_stage,Middle aged adult
gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_strain,C57BL
pvalue,0.2865263
