parameter_id,IMPC_IMM_054_001
gene_accession_id,MGI:99501
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.3012662
gene_symbol,Fgb
parameter_name,NK Subsets (Q1)
analysis_id,46rbn52b8n5098p
