gene_symbol,Frmpd1
mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
mouse_strain,C57BL
analysis_id,eo19mred912gx08
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
pvalue,0.1320575
parameter_id,IMPC_IMM_004_002
