parameter_name,Prepulse inhibition - PP3
parameter_id,ESLIM_011_001_703
gene_symbol,Mms22l
mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,3u04zm7a5hf9eza
pvalue,0.8015806
gene_accession_id,MGI:2684980
