parameter_id,JAX_LDT_004_001
pvalue,0.143119
parameter_name,Dark side time spent
mouse_life_stage,Early adult
gene_symbol,Tnfsf8
gene_accession_id,MGI:88328
analysis_id,xgb7i75a5v002ep
mouse_strain,C57BL
