parameter_id,MGP_MLN_093_001
gene_accession_id,MGI:1336200
analysis_id,30cy37rddmm7or5
mouse_strain,C57BL
gene_symbol,Hpca
parameter_name,KLRG1+ NK cells - % of CD45+
mouse_life_stage,Late adult
pvalue,0.3817102
