mouse_life_stage,E9.5
gene_symbol,Eprs1
parameter_name,DN CD25- NKT cells
pvalue,0.7648036
mouse_strain,C57BL
gene_accession_id,MGI:97838
parameter_id,IMPC_IMM_025_001
analysis_id,vmv1068sd4ruq42
