gene_symbol,Hpca
parameter_id,ESLIM_007_001_003
mouse_strain,C57BL
gene_accession_id,MGI:1336200
pvalue,0.5219352
parameter_name,Whole arena resting time
analysis_id,525wt56eb1vi37v
mouse_life_stage,Early adult
