mouse_life_stage,Early adult
parameter_id,JAXLA_CBC_015_001
parameter_name,Total cholesterol
pvalue,0.9475652
mouse_strain,C57BL
gene_symbol,Dhdds
gene_accession_id,MGI:1914672
analysis_id,3f6s4d4bwht223j
