gene_symbol,Bcs1l
pvalue,0.6409196
gene_accession_id,MGI:1914071
mouse_strain,C57BL
parameter_name,KLRG1+ mature NK cell percentage
analysis_id,76964d0o5r72768
mouse_life_stage,E12.5
parameter_id,MGP_PBI_011_001
