gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
parameter_id,IMPC_CBC_025_001
mouse_strain,C57BL
analysis_id,rn0r8iutg614799
parameter_name,LDL-cholesterol
mouse_life_stage,Early adult
pvalue,0.8194373
