mouse_strain,129SV
analysis_id,2708h8y1hzb0qq4
gene_accession_id,MGI:104848
parameter_name,Forebrain
parameter_id,IMPC_GEL_028_001
gene_symbol,Inpp1
pvalue,0.8186259
mouse_life_stage,Early adult
