parameter_id,M-G-P_006_001_026
mouse_life_stage,Early adult
gene_symbol,Hpca
pvalue,0.7842208
mouse_strain,C57BL
parameter_name,Fusion of vertebrae
analysis_id,1a9v5e803d9bi83
gene_accession_id,MGI:1336200
