gene_symbol,Hpca
mouse_life_stage,Early adult
pvalue,0.9408669
gene_accession_id,MGI:1336200
analysis_id,d8ba48318whg089
parameter_id,ESLIM_016_001_005
mouse_strain,C57BL
parameter_name,Mean cell volume
