parameter_id,IMPC_IMM_052_001
pvalue,0.8833316
mouse_strain,C57BL
analysis_id,d84x3741b7p48e9
gene_symbol,Ola1
gene_accession_id,MGI:1914309
mouse_life_stage,Early adult
parameter_name,Eosinophils
