mouse_life_stage,Early adult
pvalue,0.5020921
analysis_id,wwhoe5vha5wq2o2
parameter_id,IMPC_XRY_023_001
gene_symbol,Fgb
parameter_name,Ulna
mouse_strain,C57BL
gene_accession_id,MGI:99501
