gene_symbol,Mecom
analysis_id,50vwob3g24t397e
pvalue,0.7154171
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_EYE_001_001
parameter_name,Eye
gene_accession_id,MGI:95457
