parameter_id,JAX_LDT_005_001
mouse_strain,C57BL
analysis_id,q298tax4012n4ye
gene_accession_id,MGI:1913396
pvalue,0.7658955
mouse_life_stage,Early adult
gene_symbol,Maco1
parameter_name,Time mobile dark side
