parameter_id,IMPC_XRY_018_001
gene_accession_id,MGI:1341628
parameter_name,Shape of vertebrae
pvalue,0.7815101
mouse_strain,C57BL
gene_symbol,Atrn
analysis_id,715x87qq374w695
mouse_life_stage,Early adult
