gene_symbol,Dmap1
analysis_id,50fd2kz50l8x727
mouse_life_stage,E9.5
parameter_name,Heart looping
mouse_strain,C57BL
pvalue,0.3718134
gene_accession_id,MGI:1913483
parameter_id,IMPC_GEL_057_001
