pvalue,0.8856622
parameter_id,MGP_PBI_003_001
analysis_id,t7nux9408zpjtjm
mouse_life_stage,Early adult
parameter_name,CD4+ alpha beta T cell percentage
gene_accession_id,MGI:1922745
mouse_strain,C57BL
gene_symbol,Morn5
