parameter_id,JAXLA_DXA_009_001
gene_accession_id,MGI:1923959
analysis_id,79lhh4g1bl9by3d
pvalue,0.7613943
gene_symbol,Arpc2
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
mouse_strain,C57BL
