gene_symbol,Dmap1
pvalue,0.5418465
analysis_id,5ox0m0300ta715w
parameter_id,IMPC_XRY_022_001
gene_accession_id,MGI:1913483
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,Radius
