gene_symbol,Wars2
analysis_id,471xz2ch5lron81
parameter_id,JAXLA_CBC_015_001
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_name,Total cholesterol
pvalue,0.8688022
mouse_life_stage,E9.5
