gene_symbol,Jun
gene_accession_id,MGI:96646
parameter_name,CD11b-low cDC - % of CD45+
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,MGP_IMM_130_001
analysis_id,bh323xs4lasv0bm
pvalue,0.1685632
