parameter_id,MGP_IMM_026_001
gene_symbol,Ncaph
analysis_id,mcopd8q04g1048b
gene_accession_id,MGI:2444777
pvalue,0.7955532
mouse_life_stage,Early adult
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
mouse_strain,C57BL
