gene_symbol,Cdin1
mouse_strain,C57BL
pvalue,0.6736799
parameter_name,Potassium
gene_accession_id,MGI:3026886
parameter_id,GMC_906_001_005
mouse_life_stage,Early adult
analysis_id,zeci0kuio05y76d
