parameter_id,MGP_PBI_010_001
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
pvalue,0.1590478
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Cpa3
analysis_id,g99x9ro8zmto0hb
gene_accession_id,MGI:88479
