parameter_id,JAXLA_DXA_003_001
mouse_life_stage,Early adult
parameter_name,Lean mass
analysis_id,fy31pgoo93a37gd
mouse_strain,C57BL
gene_symbol,Slc28a2
pvalue,0.6913977
gene_accession_id,MGI:1913105
